ID,Requirement Name,Requirement Text,Activity Name,Combined Score,Semantic Score,Bm25 Score,Lexical Score,Domain Score,Length_norm Score
I.4,I.4 Resupply and Retrieval,The system shall accommodate resupply of raw materials and retrieval of finished products via standard cargo spacecraft.,2.1.3.2 Analyze Faults (Autonomous fault analysis),0.275,0.131,0.765,0.0,0.0,0.0
I.4,I.4 Resupply and Retrieval,The system shall accommodate resupply of raw materials and retrieval of finished products via standard cargo spacecraft.,2.1.4.1 Initiate Autonomous Repairs (Remote or autonomous actions),0.308,0.296,0.681,0.0,0.0,0.0
I.3,I.3 Infrastructure Interface,"The system shall interface with the host space station or platform for power, thermal management, and structural support during test flights or as needed for repair and operational support on orbit",4.1.4 Store Preform at Target Parameters,0.21,0.073,0.615,0.0,0.0,0.0
I.3,I.3 Infrastructure Interface,"The system shall interface with the host space station or platform for power, thermal management, and structural support during test flights or as needed for repair and operational support on orbit",4.1.5 Transfer Preform to Production,0.215,0.112,0.585,0.0,0.0,0.0
I.3,I.3 Infrastructure Interface,"The system shall interface with the host space station or platform for power, thermal management, and structural support during test flights or as needed for repair and operational support on orbit",1.1.6 Spool Fiber,0.229,0.074,0.677,0.0,0.0,0.0
I.3,I.3 Infrastructure Interface,"The system shall interface with the host space station or platform for power, thermal management, and structural support during test flights or as needed for repair and operational support on orbit",1.2.4 Generate Production Reports,0.208,0.054,0.631,0.0,0.0,0.0
I.3,I.3 Infrastructure Interface,"The system shall interface with the host space station or platform for power, thermal management, and structural support during test flights or as needed for repair and operational support on orbit",1.2.5 Transmit Data to Ground Control,0.249,0.358,0.413,0.0,0.0,0.0
I.3,I.3 Infrastructure Interface,"The system shall interface with the host space station or platform for power, thermal management, and structural support during test flights or as needed for repair and operational support on orbit",1.3.1 Monitor Microgravity Conditions,0.273,0.305,0.554,0.0,0.0,0.0
I.3,I.3 Infrastructure Interface,"The system shall interface with the host space station or platform for power, thermal management, and structural support during test flights or as needed for repair and operational support on orbit",1.3.2 Detect Off-Nominal Microgravity Conditions,0.304,0.347,0.607,0.0,0.0,0.0
I.3,I.3 Infrastructure Interface,"The system shall interface with the host space station or platform for power, thermal management, and structural support during test flights or as needed for repair and operational support on orbit",1.3.3 Adjust Manufacturing Parameters for Off-Nominal Conditions,0.223,0.181,0.532,0.0,0.0,0.0
I.3,I.3 Infrastructure Interface,"The system shall interface with the host space station or platform for power, thermal management, and structural support during test flights or as needed for repair and operational support on orbit",2.1.1 Inspect System,0.325,0.322,0.492,0.053,0.322,0.162
I.3,I.3 Infrastructure Interface,"The system shall interface with the host space station or platform for power, thermal management, and structural support during test flights or as needed for repair and operational support on orbit",2.1.2 Calibrate System,0.34,0.307,0.563,0.053,0.322,0.162
I.3,I.3 Infrastructure Interface,"The system shall interface with the host space station or platform for power, thermal management, and structural support during test flights or as needed for repair and operational support on orbit",2.1.4 Repair System,0.277,0.393,0.182,0.111,0.346,0.324
I.3,I.3 Infrastructure Interface,"The system shall interface with the host space station or platform for power, thermal management, and structural support during test flights or as needed for repair and operational support on orbit",2.1.5 Test System After Repairs,0.448,0.319,0.789,0.167,0.364,0.397
I.3,I.3 Infrastructure Interface,"The system shall interface with the host space station or platform for power, thermal management, and structural support during test flights or as needed for repair and operational support on orbit",2.2.1 Generate Solar Power,0.323,0.11,0.881,0.05,0.039,0.132
I.3,I.3 Infrastructure Interface,"The system shall interface with the host space station or platform for power, thermal management, and structural support during test flights or as needed for repair and operational support on orbit",2.2.2 Condition Power,0.298,0.19,0.701,0.053,0.039,0.162
I.3,I.3 Infrastructure Interface,"The system shall interface with the host space station or platform for power, thermal management, and structural support during test flights or as needed for repair and operational support on orbit",2.3.1 Monitor Thermal Environment,0.382,0.248,0.927,0.05,0.018,0.132
I.3,I.3 Infrastructure Interface,"The system shall interface with the host space station or platform for power, thermal management, and structural support during test flights or as needed for repair and operational support on orbit",2.3.2 Regulate System Temperature,0.381,0.276,0.741,0.05,0.322,0.132
I.3,I.3 Infrastructure Interface,"The system shall interface with the host space station or platform for power, thermal management, and structural support during test flights or as needed for repair and operational support on orbit",2.4.1 Monitor Radiation Levels,0.269,0.257,0.598,0.0,0.0,0.0
I.3,I.3 Infrastructure Interface,"The system shall interface with the host space station or platform for power, thermal management, and structural support during test flights or as needed for repair and operational support on orbit",3.1.1 Monitor Safety Standards (Automated safety checks),0.262,0.297,0.525,0.0,0.0,0.0
I.3,I.3 Infrastructure Interface,"The system shall interface with the host space station or platform for power, thermal management, and structural support during test flights or as needed for repair and operational support on orbit",3.2.1 Detect Safety Hazards (Autonomous hazard detection),0.244,0.23,0.546,0.0,0.0,0.0
I.3,I.3 Infrastructure Interface,"The system shall interface with the host space station or platform for power, thermal management, and structural support during test flights or as needed for repair and operational support on orbit",3.2.2 Analyze Safety Data,0.231,0.18,0.561,0.0,0.0,0.0
I.3,I.3 Infrastructure Interface,"The system shall interface with the host space station or platform for power, thermal management, and structural support during test flights or as needed for repair and operational support on orbit",3.2.3 Implement Safety Measures (Automated actions to mitigate risk),0.318,0.266,0.748,0.0,0.0,0.0
I.3,I.3 Infrastructure Interface,"The system shall interface with the host space station or platform for power, thermal management, and structural support during test flights or as needed for repair and operational support on orbit",3.3.1 Monitor Orbital Environment for Debris,0.263,0.316,0.506,0.0,0.0,0.0
I.3,I.3 Infrastructure Interface,"The system shall interface with the host space station or platform for power, thermal management, and structural support during test flights or as needed for repair and operational support on orbit",3.3.2 Implement Collision Avoidance Maneuvers,0.325,0.144,0.917,0.0,0.0,0.0
I.3,I.3 Infrastructure Interface,"The system shall interface with the host space station or platform for power, thermal management, and structural support during test flights or as needed for repair and operational support on orbit",4.1.2 Request Resupply (Autonomous resupply request),0.575,0.343,1.516,0.0,0.0,0.0
I.3,I.3 Infrastructure Interface,"The system shall interface with the host space station or platform for power, thermal management, and structural support during test flights or as needed for repair and operational support on orbit",4.2.1 Schedule Resupply Operations (Automated scheduling),0.304,0.286,0.681,0.0,0.0,0.0
I.3,I.3 Infrastructure Interface,"The system shall interface with the host space station or platform for power, thermal management, and structural support during test flights or as needed for repair and operational support on orbit",6.1.3 Store Performance Data,0.241,0.097,0.688,0.0,0.0,0.0
I.3,I.3 Infrastructure Interface,"The system shall interface with the host space station or platform for power, thermal management, and structural support during test flights or as needed for repair and operational support on orbit",6.2.1 Evaluate Performance Metrics (Autonomous analysis),0.248,0.208,0.586,0.0,0.0,0.0
I.3,I.3 Infrastructure Interface,"The system shall interface with the host space station or platform for power, thermal management, and structural support during test flights or as needed for repair and operational support on orbit",7.1.1 Receive and Secure Modules in Orbit,0.353,0.451,0.598,0.048,0.018,0.115
I.3,I.3 Infrastructure Interface,"The system shall interface with the host space station or platform for power, thermal management, and structural support during test flights or as needed for repair and operational support on orbit",7.2.2 Upload Software,0.251,0.048,0.78,0.0,0.0,0.0
I.3,I.3 Infrastructure Interface,"The system shall interface with the host space station or platform for power, thermal management, and structural support during test flights or as needed for repair and operational support on orbit",8.1.2 Calculate Orbital Adjustments,0.321,0.224,0.809,0.0,0.0,0.0
I.3,I.3 Infrastructure Interface,"The system shall interface with the host space station or platform for power, thermal management, and structural support during test flights or as needed for repair and operational support on orbit",8.2.1 Execute Orbital Maneuvers,0.382,0.267,0.964,0.0,0.0,0.0
I.3,I.3 Infrastructure Interface,"The system shall interface with the host space station or platform for power, thermal management, and structural support during test flights or as needed for repair and operational support on orbit",8.1.3 Monitor Attitude,0.224,0.075,0.658,0.0,0.0,0.0
I.3,I.3 Infrastructure Interface,"The system shall interface with the host space station or platform for power, thermal management, and structural support during test flights or as needed for repair and operational support on orbit",1.1.3.1 Hold Heater,0.227,0.275,0.434,0.0,0.0,0.0
I.3,I.3 Infrastructure Interface,"The system shall interface with the host space station or platform for power, thermal management, and structural support during test flights or as needed for repair and operational support on orbit",1.1.3.2 Rotate Heater Stage,0.384,0.151,1.105,0.0,0.0,0.0
I.3,I.3 Infrastructure Interface,"The system shall interface with the host space station or platform for power, thermal management, and structural support during test flights or as needed for repair and operational support on orbit",1.1.3.3 Hold Preform,0.224,0.122,0.605,0.0,0.0,0.0
I.3,I.3 Infrastructure Interface,"The system shall interface with the host space station or platform for power, thermal management, and structural support during test flights or as needed for repair and operational support on orbit",1.1.6.1 Hold Spool,0.268,0.103,0.774,0.0,0.0,0.0
I.3,I.3 Infrastructure Interface,"The system shall interface with the host space station or platform for power, thermal management, and structural support during test flights or as needed for repair and operational support on orbit",6.1.1.1 Measure Temperature,0.316,0.25,0.763,0.0,0.0,0.0
I.3,I.3 Infrastructure Interface,"The system shall interface with the host space station or platform for power, thermal management, and structural support during test flights or as needed for repair and operational support on orbit",6.1.1.2 Measure Vibration,0.378,0.237,0.985,0.0,0.0,0.0
I.3,I.3 Infrastructure Interface,"The system shall interface with the host space station or platform for power, thermal management, and structural support during test flights or as needed for repair and operational support on orbit",6.1.1.3 Receive GPS Signal,0.242,0.132,0.652,0.0,0.0,0.0
I.3,I.3 Infrastructure Interface,"The system shall interface with the host space station or platform for power, thermal management, and structural support during test flights or as needed for repair and operational support on orbit",6.1.1.4 Measure Magnetic Field,0.265,0.173,0.681,0.0,0.0,0.0
I.3,I.3 Infrastructure Interface,"The system shall interface with the host space station or platform for power, thermal management, and structural support during test flights or as needed for repair and operational support on orbit",6.1.1.5 Track Stellar Position,0.292,0.251,0.681,0.0,0.0,0.0
I.3,I.3 Infrastructure Interface,"The system shall interface with the host space station or platform for power, thermal management, and structural support during test flights or as needed for repair and operational support on orbit",6.1.1.6 Track Sun Position,0.269,0.139,0.734,0.0,0.0,0.0
I.2,I.2 Telemetry Transmission,The system shall transmit manufacturing telemetry and product quality data to Earth in real-time.,4.1.5 Transfer Preform to Production,0.255,0.221,0.593,0.0,0.0,0.0
I.2,I.2 Telemetry Transmission,The system shall transmit manufacturing telemetry and product quality data to Earth in real-time.,1.1.3 Heat Preform,0.297,0.148,0.818,0.0,0.0,0.0
I.2,I.2 Telemetry Transmission,The system shall transmit manufacturing telemetry and product quality data to Earth in real-time.,1.1.5 Cool/ Anneal Fiber,0.201,0.161,0.483,0.0,0.0,0.0
I.2,I.2 Telemetry Transmission,The system shall transmit manufacturing telemetry and product quality data to Earth in real-time.,1.1.6 Spool Fiber,0.206,0.184,0.472,0.0,0.0,0.0
I.2,I.2 Telemetry Transmission,The system shall transmit manufacturing telemetry and product quality data to Earth in real-time.,1.1.7 Monitor Fiber Quality,0.322,0.287,0.649,0.077,0.041,0.174
I.2,I.2 Telemetry Transmission,The system shall transmit manufacturing telemetry and product quality data to Earth in real-time.,1.2.1 Collect Real-Time Production Data,0.463,0.619,0.577,0.231,0.12,0.405
I.2,I.2 Telemetry Transmission,The system shall transmit manufacturing telemetry and product quality data to Earth in real-time.,1.2.5 Transmit Data to Ground Control,0.237,0.401,0.143,0.154,0.102,0.302
I.2,I.2 Telemetry Transmission,The system shall transmit manufacturing telemetry and product quality data to Earth in real-time.,2.1.1 Inspect System,0.232,0.278,0.182,0.083,0.376,0.213
I.2,I.2 Telemetry Transmission,The system shall transmit manufacturing telemetry and product quality data to Earth in real-time.,2.1.2 Calibrate System,0.356,0.295,0.577,0.083,0.376,0.213
I.2,I.2 Telemetry Transmission,The system shall transmit manufacturing telemetry and product quality data to Earth in real-time.,2.1.3 Detect Faults,0.242,0.188,0.587,0.0,0.0,0.0
I.2,I.2 Telemetry Transmission,The system shall transmit manufacturing telemetry and product quality data to Earth in real-time.,2.1.4 Repair System,0.238,0.296,0.182,0.083,0.376,0.213
I.2,I.2 Telemetry Transmission,The system shall transmit manufacturing telemetry and product quality data to Earth in real-time.,2.1.5 Test System After Repairs,0.204,0.22,0.168,0.077,0.376,0.174
I.2,I.2 Telemetry Transmission,The system shall transmit manufacturing telemetry and product quality data to Earth in real-time.,2.3.1 Monitor Thermal Environment,0.299,0.222,0.737,0.0,0.0,0.0
I.2,I.2 Telemetry Transmission,The system shall transmit manufacturing telemetry and product quality data to Earth in real-time.,2.4.3 Adjust Operations for Radiation Protection,0.233,0.137,0.618,0.0,0.0,0.0
I.2,I.2 Telemetry Transmission,The system shall transmit manufacturing telemetry and product quality data to Earth in real-time.,3.1.3 Implement Policy Changes,0.239,0.052,0.737,0.0,0.0,0.0
I.2,I.2 Telemetry Transmission,The system shall transmit manufacturing telemetry and product quality data to Earth in real-time.,3.2.3 Implement Safety Measures (Automated actions to mitigate risk),0.253,0.257,0.542,0.0,0.0,0.0
I.2,I.2 Telemetry Transmission,The system shall transmit manufacturing telemetry and product quality data to Earth in real-time.,4.1.1 Track Resources (Automated tracking),0.246,0.234,0.546,0.0,0.0,0.0
I.2,I.2 Telemetry Transmission,The system shall transmit manufacturing telemetry and product quality data to Earth in real-time.,4.1.3 Receive Resupply,0.506,0.295,1.344,0.0,0.0,0.0
I.2,I.2 Telemetry Transmission,The system shall transmit manufacturing telemetry and product quality data to Earth in real-time.,4.2.2 Coordinate Resource Transfers (Remote coordination),0.452,0.278,1.182,0.0,0.0,0.0
I.2,I.2 Telemetry Transmission,The system shall transmit manufacturing telemetry and product quality data to Earth in real-time.,4.2.3 Prepare Fiber for Transport (Automated handling and packaging),0.264,0.304,0.526,0.0,0.0,0.0
I.2,I.2 Telemetry Transmission,The system shall transmit manufacturing telemetry and product quality data to Earth in real-time.,5.2.1 Receive Remote Commands,0.277,0.187,0.705,0.0,0.0,0.0
I.2,I.2 Telemetry Transmission,The system shall transmit manufacturing telemetry and product quality data to Earth in real-time.,5.2.2 Execute Remote Overrides,0.22,-0.033,0.771,0.0,0.0,0.0
I.2,I.2 Telemetry Transmission,The system shall transmit manufacturing telemetry and product quality data to Earth in real-time.,6.1.1 Capture Sensor Data (Automated and continuous),0.332,0.426,0.519,0.067,0.07,0.135
I.2,I.2 Telemetry Transmission,The system shall transmit manufacturing telemetry and product quality data to Earth in real-time.,6.1.2 Log System Data,0.275,0.298,0.203,0.167,0.446,0.348
I.2,I.2 Telemetry Transmission,The system shall transmit manufacturing telemetry and product quality data to Earth in real-time.,6.1.3 Store Performance Data,0.222,0.193,0.413,0.077,0.07,0.174
I.2,I.2 Telemetry Transmission,The system shall transmit manufacturing telemetry and product quality data to Earth in real-time.,6.2.1 Evaluate Performance Metrics (Autonomous analysis),0.258,0.246,0.573,0.0,0.0,0.0
I.2,I.2 Telemetry Transmission,The system shall transmit manufacturing telemetry and product quality data to Earth in real-time.,7.1.2 Prepare for Hardware Installation,0.219,0.101,0.611,0.0,0.0,0.0
I.2,I.2 Telemetry Transmission,The system shall transmit manufacturing telemetry and product quality data to Earth in real-time.,7.1.3 Install Hardware Modules,0.215,0.054,0.652,0.0,0.0,0.0
I.2,I.2 Telemetry Transmission,The system shall transmit manufacturing telemetry and product quality data to Earth in real-time.,7.1.4 Verify Hardware Installation,0.355,0.112,1.054,0.0,0.0,0.0
I.2,I.2 Telemetry Transmission,The system shall transmit manufacturing telemetry and product quality data to Earth in real-time.,8.1.2 Calculate Orbital Adjustments,0.207,0.082,0.593,0.0,0.0,0.0
I.2,I.2 Telemetry Transmission,The system shall transmit manufacturing telemetry and product quality data to Earth in real-time.,2.2.4 Transmit Launch Vehicle Power,0.31,0.231,0.688,0.071,0.032,0.151
I.2,I.2 Telemetry Transmission,The system shall transmit manufacturing telemetry and product quality data to Earth in real-time.,2.2.7 Rotate Solar Array,0.304,-0.012,1.028,0.0,0.0,0.0
I.2,I.2 Telemetry Transmission,The system shall transmit manufacturing telemetry and product quality data to Earth in real-time.,2.3.4 Provide Local Heating,0.317,0.164,0.865,0.0,0.0,0.0
I.2,I.2 Telemetry Transmission,The system shall transmit manufacturing telemetry and product quality data to Earth in real-time.,4.2.5 Store Manufactured Product,0.205,0.375,0.153,0.077,0.05,0.174
I.2,I.2 Telemetry Transmission,The system shall transmit manufacturing telemetry and product quality data to Earth in real-time.,7.1.7 Provide Structural Surface,0.229,0.167,0.569,0.0,0.0,0.0
I.2,I.2 Telemetry Transmission,The system shall transmit manufacturing telemetry and product quality data to Earth in real-time.,2.1.1.2 Monitor System Health,0.207,0.372,0.0,0.077,0.376,0.174
I.2,I.2 Telemetry Transmission,The system shall transmit manufacturing telemetry and product quality data to Earth in real-time.,2.1.5.2 Remote Monitoring of Repair Testing,0.202,0.454,0.142,0.0,0.0,0.0
I.1,I.1 Command Reception,The system shall receive commands and software updates from ground control stations.,1.2.5 Transmit Data to Ground Control,0.292,0.545,0.143,0.182,0.096,0.333
I.1,I.1 Command Reception,The system shall receive commands and software updates from ground control stations.,2.1.1 Inspect System,0.264,0.336,0.182,0.1,0.436,0.236
I.1,I.1 Command Reception,The system shall receive commands and software updates from ground control stations.,2.1.2 Calibrate System,0.234,0.217,0.219,0.1,0.436,0.236
I.1,I.1 Command Reception,The system shall receive commands and software updates from ground control stations.,2.1.4 Repair System,0.282,0.385,0.182,0.1,0.436,0.236
I.1,I.1 Command Reception,The system shall receive commands and software updates from ground control stations.,2.1.5 Test System After Repairs,0.237,0.281,0.168,0.091,0.436,0.192
I.1,I.1 Command Reception,The system shall receive commands and software updates from ground control stations.,2.2.3 Distribute Power,0.216,0.123,0.578,0.0,0.0,0.0
I.1,I.1 Command Reception,The system shall receive commands and software updates from ground control stations.,2.3.1 Monitor Thermal Environment,0.232,0.115,0.641,0.0,0.0,0.0
I.1,I.1 Command Reception,The system shall receive commands and software updates from ground control stations.,2.3.2 Regulate System Temperature,0.227,0.232,0.188,0.091,0.436,0.192
I.1,I.1 Command Reception,The system shall receive commands and software updates from ground control stations.,2.4.2 Analyze Radiation Exposure Data,0.259,0.086,0.763,0.0,0.0,0.0
I.1,I.1 Command Reception,The system shall receive commands and software updates from ground control stations.,4.1.2 Request Resupply (Autonomous resupply request),0.311,0.427,0.539,0.0,0.0,0.0
I.1,I.1 Command Reception,The system shall receive commands and software updates from ground control stations.,4.1.3 Receive Resupply,0.243,0.425,0.211,0.1,0.029,0.236
I.1,I.1 Command Reception,The system shall receive commands and software updates from ground control stations.,4.2.1 Schedule Resupply Operations (Automated scheduling),0.545,0.428,1.316,0.0,0.0,0.0
I.1,I.1 Command Reception,The system shall receive commands and software updates from ground control stations.,4.2.2 Coordinate Resource Transfers (Remote coordination),0.293,0.356,0.561,0.0,0.0,0.0
I.1,I.1 Command Reception,The system shall receive commands and software updates from ground control stations.,4.2.3 Prepare Fiber for Transport (Automated handling and packaging),0.209,0.173,0.494,0.0,0.0,0.0
I.1,I.1 Command Reception,The system shall receive commands and software updates from ground control stations.,5.1.1 Initiate System Restarts,0.224,0.212,0.203,0.091,0.436,0.192
I.1,I.1 Command Reception,The system shall receive commands and software updates from ground control stations.,5.1.2 Activate Backup Systems,0.339,0.235,0.561,0.091,0.436,0.192
I.1,I.1 Command Reception,The system shall receive commands and software updates from ground control stations.,5.2.1 Receive Remote Commands,0.324,0.336,0.496,0.2,0.053,0.385
I.1,I.1 Command Reception,The system shall receive commands and software updates from ground control stations.,6.1.2 Log System Data,0.224,0.214,0.203,0.091,0.436,0.192
I.1,I.1 Command Reception,The system shall receive commands and software updates from ground control stations.,6.1.3 Store Performance Data,0.224,0.055,0.683,0.0,0.0,0.0
I.1,I.1 Command Reception,The system shall receive commands and software updates from ground control stations.,6.2.3 Generate Optimization Suggestions (Autonomous optimization algorithms),0.219,0.086,0.63,0.0,0.0,0.0
I.1,I.1 Command Reception,The system shall receive commands and software updates from ground control stations.,7.1.4 Verify Hardware Installation,0.206,0.193,0.462,0.0,0.0,0.0
I.1,I.1 Command Reception,The system shall receive commands and software updates from ground control stations.,7.2.1 Prepare for Software Installation/Update,0.256,0.389,0.229,0.182,0.046,0.333
I.1,I.1 Command Reception,The system shall receive commands and software updates from ground control stations.,2.3.4 Provide Local Heating,0.34,0.217,0.88,0.0,0.0,0.0
I.1,I.1 Command Reception,The system shall receive commands and software updates from ground control stations.,2.1.1.2 Monitor System Health,0.214,0.357,0.0,0.091,0.436,0.192
I.1,I.1 Command Reception,The system shall receive commands and software updates from ground control stations.,2.1.3.2 Analyze Faults (Autonomous fault analysis),0.303,0.224,0.748,0.0,0.0,0.0
I.1,I.1 Command Reception,The system shall receive commands and software updates from ground control stations.,2.1.4.2 Coordinate Remote Repair Support (Ground-based intervention),0.21,0.537,0.0,0.067,0.038,0.126
I.1,I.1 Command Reception,The system shall receive commands and software updates from ground control stations.,4.1.3.2 Update Inventory,0.415,0.257,0.988,0.1,0.014,0.236
F.19,F.19 Real-Time Data Transmission,The system shall transmit quality control data to Earth in real-time with a latency of no more than 1 second.,1.1.3 Heat Preform,0.289,0.243,0.681,0.0,0.0,0.0
F.19,F.19 Real-Time Data Transmission,The system shall transmit quality control data to Earth in real-time with a latency of no more than 1 second.,1.1.4 Draw Fiber from Preform,0.216,0.156,0.539,0.0,0.0,0.0
F.19,F.19 Real-Time Data Transmission,The system shall transmit quality control data to Earth in real-time with a latency of no more than 1 second.,1.1.7 Monitor Fiber Quality,0.237,0.385,0.25,0.077,0.043,0.174
F.19,F.19 Real-Time Data Transmission,The system shall transmit quality control data to Earth in real-time with a latency of no more than 1 second.,1.2.1 Collect Real-Time Production Data,0.44,0.494,0.646,0.231,0.124,0.405
F.19,F.19 Real-Time Data Transmission,The system shall transmit quality control data to Earth in real-time with a latency of no more than 1 second.,1.2.5 Transmit Data to Ground Control,0.276,0.426,0.143,0.25,0.156,0.452
F.19,F.19 Real-Time Data Transmission,The system shall transmit quality control data to Earth in real-time with a latency of no more than 1 second.,2.1.1 Inspect System,0.229,0.267,0.182,0.083,0.388,0.213
F.19,F.19 Real-Time Data Transmission,The system shall transmit quality control data to Earth in real-time with a latency of no more than 1 second.,2.1.2 Calibrate System,0.273,0.361,0.219,0.083,0.388,0.213
F.19,F.19 Real-Time Data Transmission,The system shall transmit quality control data to Earth in real-time with a latency of no more than 1 second.,2.1.3 Detect Faults,0.241,0.186,0.587,0.0,0.0,0.0
F.19,F.19 Real-Time Data Transmission,The system shall transmit quality control data to Earth in real-time with a latency of no more than 1 second.,2.1.4 Repair System,0.223,0.249,0.182,0.083,0.388,0.213
F.19,F.19 Real-Time Data Transmission,The system shall transmit quality control data to Earth in real-time with a latency of no more than 1 second.,2.1.5 Test System After Repairs,0.211,0.236,0.168,0.077,0.388,0.174
F.19,F.19 Real-Time Data Transmission,The system shall transmit quality control data to Earth in real-time with a latency of no more than 1 second.,2.3.1 Monitor Thermal Environment,0.255,0.185,0.633,0.0,0.0,0.0
F.19,F.19 Real-Time Data Transmission,The system shall transmit quality control data to Earth in real-time with a latency of no more than 1 second.,2.4.2 Analyze Radiation Exposure Data,0.217,0.158,0.443,0.071,0.072,0.151
F.19,F.19 Real-Time Data Transmission,The system shall transmit quality control data to Earth in real-time with a latency of no more than 1 second.,2.4.3 Adjust Operations for Radiation Protection,0.244,0.167,0.618,0.0,0.0,0.0
F.19,F.19 Real-Time Data Transmission,The system shall transmit quality control data to Earth in real-time with a latency of no more than 1 second.,3.2.3 Implement Safety Measures (Automated actions to mitigate risk),0.247,0.24,0.542,0.0,0.0,0.0
F.19,F.19 Real-Time Data Transmission,The system shall transmit quality control data to Earth in real-time with a latency of no more than 1 second.,4.1.3 Receive Resupply,0.459,0.297,1.182,0.0,0.0,0.0
F.19,F.19 Real-Time Data Transmission,The system shall transmit quality control data to Earth in real-time with a latency of no more than 1 second.,4.2.1 Schedule Resupply Operations (Automated scheduling),0.258,0.226,0.594,0.0,0.0,0.0
F.19,F.19 Real-Time Data Transmission,The system shall transmit quality control data to Earth in real-time with a latency of no more than 1 second.,4.2.2 Coordinate Resource Transfers (Remote coordination),0.514,0.306,1.356,0.0,0.0,0.0
F.19,F.19 Real-Time Data Transmission,The system shall transmit quality control data to Earth in real-time with a latency of no more than 1 second.,4.2.3 Prepare Fiber for Transport (Automated handling and packaging),0.307,0.281,0.694,0.0,0.0,0.0
F.19,F.19 Real-Time Data Transmission,The system shall transmit quality control data to Earth in real-time with a latency of no more than 1 second.,5.1.2 Activate Backup Systems,0.274,0.077,0.561,0.077,0.388,0.174
F.19,F.19 Real-Time Data Transmission,The system shall transmit quality control data to Earth in real-time with a latency of no more than 1 second.,5.2.1 Receive Remote Commands,0.313,0.173,0.842,0.0,0.0,0.0
F.19,F.19 Real-Time Data Transmission,The system shall transmit quality control data to Earth in real-time with a latency of no more than 1 second.,6.1.1 Capture Sensor Data (Automated and continuous),0.223,0.396,0.188,0.067,0.072,0.135
F.19,F.19 Real-Time Data Transmission,The system shall transmit quality control data to Earth in real-time with a latency of no more than 1 second.,6.1.2 Log System Data,0.387,0.247,0.63,0.167,0.46,0.348
F.19,F.19 Real-Time Data Transmission,The system shall transmit quality control data to Earth in real-time with a latency of no more than 1 second.,6.1.3 Store Performance Data,0.224,0.198,0.413,0.077,0.072,0.174
F.19,F.19 Real-Time Data Transmission,The system shall transmit quality control data to Earth in real-time with a latency of no more than 1 second.,6.2.1 Evaluate Performance Metrics (Autonomous analysis),0.265,0.266,0.573,0.0,0.0,0.0
F.19,F.19 Real-Time Data Transmission,The system shall transmit quality control data to Earth in real-time with a latency of no more than 1 second.,7.1.4 Verify Hardware Installation,0.342,0.073,1.054,0.0,0.0,0.0
F.19,F.19 Real-Time Data Transmission,The system shall transmit quality control data to Earth in real-time with a latency of no more than 1 second.,2.2.4 Transmit Launch Vehicle Power,0.326,0.275,0.688,0.071,0.033,0.151
F.19,F.19 Real-Time Data Transmission,The system shall transmit quality control data to Earth in real-time with a latency of no more than 1 second.,2.2.7 Rotate Solar Array,0.304,-0.013,1.028,0.0,0.0,0.0
F.19,F.19 Real-Time Data Transmission,The system shall transmit quality control data to Earth in real-time with a latency of no more than 1 second.,2.3.4 Provide Local Heating,0.354,0.145,1.012,0.0,0.0,0.0
F.19,F.19 Real-Time Data Transmission,The system shall transmit quality control data to Earth in real-time with a latency of no more than 1 second.,7.1.7 Provide Structural Surface,0.211,0.115,0.569,0.0,0.0,0.0
F.19,F.19 Real-Time Data Transmission,The system shall transmit quality control data to Earth in real-time with a latency of no more than 1 second.,2.1.1.2 Monitor System Health,0.207,0.366,0.0,0.077,0.388,0.174
F.18,F.18 Quality Control Redundancy,The system shall incorporate redundant quality control sensors with automatic failover capabilities to ensure continuous monitoring in case of sensor failure.,1.1.3 Heat Preform,0.249,0.129,0.681,0.0,0.0,0.0
F.18,F.18 Quality Control Redundancy,The system shall incorporate redundant quality control sensors with automatic failover capabilities to ensure continuous monitoring in case of sensor failure.,1.1.6 Spool Fiber,0.21,0.097,0.588,0.0,0.0,0.0
F.18,F.18 Quality Control Redundancy,The system shall incorporate redundant quality control sensors with automatic failover capabilities to ensure continuous monitoring in case of sensor failure.,1.2.2 Analyze Production Efficiency,0.322,0.201,0.839,0.0,0.0,0.0
F.18,F.18 Quality Control Redundancy,The system shall incorporate redundant quality control sensors with automatic failover capabilities to ensure continuous monitoring in case of sensor failure.,1.2.4 Generate Production Reports,0.227,0.137,0.596,0.0,0.0,0.0
F.18,F.18 Quality Control Redundancy,The system shall incorporate redundant quality control sensors with automatic failover capabilities to ensure continuous monitoring in case of sensor failure.,1.2.5 Transmit Data to Ground Control,0.25,0.208,0.515,0.056,0.053,0.125
F.18,F.18 Quality Control Redundancy,The system shall incorporate redundant quality control sensors with automatic failover capabilities to ensure continuous monitoring in case of sensor failure.,1.3.2 Detect Off-Nominal Microgravity Conditions,0.21,0.2,0.466,0.0,0.0,0.0
F.18,F.18 Quality Control Redundancy,The system shall incorporate redundant quality control sensors with automatic failover capabilities to ensure continuous monitoring in case of sensor failure.,1.3.3 Adjust Manufacturing Parameters for Off-Nominal Conditions,0.256,0.248,0.566,0.0,0.0,0.0
F.18,F.18 Quality Control Redundancy,The system shall incorporate redundant quality control sensors with automatic failover capabilities to ensure continuous monitoring in case of sensor failure.,2.1.1 Inspect System,0.331,0.259,0.539,0.062,0.403,0.177
